"","id","name","artist","duration_ms","explicit","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","genres","cluster"
"1554","2pQyIi1mMMRPDjFPkgtfSn","Anthem","Dmitry Evgrafov",183040,"False",42,0.165,0.0125,7,-34.083,1,0.0412,0.994,0.931,0.151,0.063,78.08,4,"compositional ambient,neo-classical",13
"1555","5nMaFvH4APmJipUSAMYmUQ","Early Spring",".Sinh",188721,"False",39,0.696,0.32,6,-14.062,1,0.0383,0.653,0.322,0.126,0.314,88.007,4,"chillhop,focus beats,lo-fi beats",14
"1556","3ApAsbQP7d5GlFwwdExaTY","Poplar St","Glass Animals",262539,"False",60,0.575,0.446,4,-7.802,0,0.0296,0.247,0.00567,0.137,0.259,68.985,4,"gauze pop,indietronica,shiver pop",11
"1557","07fB2SZNaI4otc0eqMhJWN","Home","Maribou State",195861,"False",46,0.743,0.547,2,-8.326,1,0.0585,0.526,0.912,0.201,0.479,100.024,4,"electronica,future garage,indie soul",13
"1558","6VNooTY5w9A9wg1YUsEbKB","Midas","Maribou State",218357,"False",65,0.697,0.578,9,-5.213,0,0.095,0.393,0.379,0.106,0.3,114.995,4,"electronica,future garage,indie soul",11
"1559","2h3VovOKaebUKvhhdE0I5U","Natural Fools","Maribou State",339258,"False",50,0.713,0.547,8,-9.181,0,0.0441,0.7,0.798,0.167,0.118,119.981,4,"electronica,future garage,indie soul",13
"1560","3A6O2svgeo9oDsd47KUYwu","Sigue Sus Ojos","Caravana",268160,"False",24,0.712,0.576,0,-10.274,1,0.025,0.72,0.062,0.115,0.923,95.021,4,"",1
"1561","5Vc7jkBAL54XmdP8AYR4c5","Niña","Los Outsaiders",207293,"False",39,0.391,0.87,2,-4.879,1,0.0377,0.00533,0.000335,0.0393,0.928,200,4,"indie rock peruano,peruvian indie,peruvian rock",12
"1562","7nBAJ96swFAdIOggclhKq8","Come on in My Kitchen","Larkin Poe",131053,"False",0,0.531,0.25,11,-9.523,1,0.0493,0.96,1.69e-05,0.071,0.425,81.725,4,"modern alternative rock,modern blues rock",14
"1563","3TAMiM8XFmU9vFd333pgRh","Mistério do Planeta","Novos Baianos",217960,"False",58,0.61,0.495,1,-8.399,0,0.0891,0.8,2.52e-05,0.083,0.683,146.878,3,"bossa nova,brazilian indie,mpb,psicodelia brasileira,samba,samba-rock,tropicalia",1
"1564","0EMmVUYs9ZZRHtlADB88uz","Come On Eileen","Dexys Midnight Runners",287306,"False",0,0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,4,"bow pop,dance rock,new romantic,new wave,new wave pop",3
"1565","4dfVOUKiwcTopTqzZil7bD","Have Faith","Palace",246893,"False",0,0.434,0.765,0,-5.662,1,0.0459,0.0293,0.000238,0.11,0.459,123.146,4,"english indie rock,indie rock,indie soul,vapor soul",4
"1566","4zP4mkNgtK75UsscbVsVyZ","Thirty","The Weather Station",220253,"False",0,0.403,0.553,0,-8.738,1,0.0552,0.685,3.85e-05,0.228,0.543,162.581,4,"art pop,canadian indie,chamber pop,chamber psych,freak folk,indie folk,indie rock,modern folk rock",9
"1567","7uKe068f3goRFEhH6MCbun","Mil Horas","Los Abuelos De La Nada",170546,"False",0,0.697,0.386,7,-11.746,0,0.0798,0.306,0,0.0682,0.554,99.796,4,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,rock nacional,ska argentino",8
"1568","5RD9kz1mwx4ES0ky2raD1H","Alfama","MOMO.",209933,"False",0,0.398,0.265,2,-10.502,0,0.0327,0.837,8.35e-06,0.102,0.304,200.579,3,"nova mpb",9
"1569","6eCEcYf4NH8LKJXl2E9EB2","Sunflower","Rex Orange County",252230,"True",0,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4,"bedroom pop,pop",3
"1570","5osCh4skRIcJDxXn33GskV","Hometown","Luna Bay",165714,"False",24,0.462,0.837,9,-5.078,1,0.0868,0.207,0,0.0967,0.496,129.01,4,"english indie rock",4
