"","id","genres","danceability","energy","speechiness","acousticness","instrumentalness","valence","tempo"
"1895","6gawgiZRmR8l0oMx0HISHr","gauze pop,hopebeat,indie electropop,indie pop,indie poptimism,shimmer pop,uk pop,vapor soul",0.599,0.844,0.036,0.00837,0.00562,0.403,0.537437644780546
"1896","1eLbggsfZcYRNPks6YdhxM","gauze pop,hopebeat,indie electropop,indie pop,indie poptimism,shimmer pop,uk pop,vapor soul",0.592,0.926,0.0298,0.0232,0,0.815,0.390683793158391
"1897","1v0aDPcrSR1ZNzV5tq4OZY","gauze pop,hopebeat,indie electropop,indie pop,indie poptimism,shimmer pop,uk pop,vapor soul",0.628,0.826,0.0424,0.212,0,0.703,0.359895329027197
"1898","2aj6E4hqgQsy2cYs37KC5o","indie rock,metropopolis,welsh indie,welsh rock",0.463,0.879,0.0446,0.00273,0.705,0.313,0.604836436284303
"1899","6CgOyjTirArxbHGIOk0N42","indie rock,metropopolis,welsh indie,welsh rock",0.393,0.978,0.117,0.000192,0.0875,0.207,0.733162558678253
"1900","11kTDWrX8SuBYTLDWJcXo4","indie rock,metropopolis,welsh indie,welsh rock",0.34,0.907,0.0836,0.00665,0.0139,0.448,0.735613869516724
"1901","3REMV7Zb2ZN8FCPDpEIBsH","indie rock,metropopolis,welsh indie,welsh rock",0.248,0.907,0.0723,0.00145,0.0639,0.215,0.562214269080391
"1902","3hzazRMmre9PKpSTZ9XQmM","indie rock,metropopolis,welsh indie,welsh rock",0.523,0.914,0.119,0.00809,0.00122,0.351,0.544307443405361
"1903","1WGOF99Hb3g1sbl937SMwC","indie rock,metropopolis,welsh indie,welsh rock",0.54,0.746,0.0454,0.0218,0.15,0.219,0.57449533638113
"1904","60i2U8vi4WQcbaBDFGLJ5C","indie rock,metropopolis,welsh indie,welsh rock",0.31,0.919,0.127,0.0103,0.000752,0.0841,0.604499381044013
"1905","2XbqxKjCnE9YWfPRqwgtPq","indie rock,metropopolis,welsh indie,welsh rock",0.335,0.968,0.0505,0.000129,0.288,0.372,0.605473777102306
"1906","0xnrSQxqqNEKMtw6slzwVx","indie rock,metropopolis,welsh indie,welsh rock",0.422,0.94,0.0406,2.94e-05,0.03,0.488,0.702772432558311
"1907","11lCAZyh2iqnMMGPXcdwIz","south dakota indie",0.329,0.442,0.0254,0.369,0.00689,0.0701,0.280172572283028
"1908","4ImIJRZNJhNQLLdUFSYJoS","alternative metal,nu metal,rap metal",0.649,0.896,0.056,0.000319,1.19e-05,0.924,0.268099866403559
"1909","1Cj2vqUwlJVG27gJrun92y","alternative metal,nu metal,rap metal",0.322,0.28,0.0281,0.468,1.1e-06,0.175,0.242269178443172
"1910","7j56HrjR9cGzvekvZY3Faz","indie pop,indie poptimism,la indie,modern alternative rock,modern rock,pop rock,rock",0.636,0.836,0.0427,0.00609,0.000157,0.715,0.574188922526321
"1911","46EOWTszdIfllYY4o6rjkY","indie pop,indie poptimism,la indie,modern alternative rock,modern rock,pop rock,rock",0.77,0.801,0.0336,0.00375,0.00281,0.725,0.517833286349876
"1912","2nXuEJtzcI9BoErv6XPL9n","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.27,0.475,0.0296,0.242,1.29e-05,0.175,0.344507225238696
"1913","71ZFO7KPPvlzNLzrYPsTaK","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.623,0.898,0.0402,0.0586,1.77e-05,0.774,0.470382036794176
"1914","52a6VcF23v5HB7KfDEmBHq","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.772,0.826,0.0344,0.0176,8.56e-06,0.871,0.451862383409528
"1915","4Sfa7hdVkqlM8UW5LsSY3F","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.566,0.755,0.0368,0.0338,0,0.445,0.33549252963022
"1916","7GyDcM22nxCJHcQa11fbYk","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.819,0.681,0.0308,0.0336,2.08e-06,0.93,0.384414565689002
"1917","0WjvB0SzNvgmuM46UjcMr8","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.568,0.816,0.0281,0.014,0.000231,0.31,0.482736643420069
"1918","3kb38wezoUA8ki5jPYy3t5","alternative dance,indie pop,indie rock,indietronica,modern alternative rock,modern rock,shimmer pop",0.597,0.786,0.0419,0.00345,0,0.666,0.328641115836694
"1919","36ipaNP6Bre5mYOMiLHkgv","indie game soundtrack",0.715,0.712,0.04,0.56,0.925,0.635,0.406218975597201
"1920","74E6RV0f8yY44JtySQZTDJ","acoustic rock,rumba,world",0.505,0.307,0.0507,0.978,0.283,0.427,0.383397271691037
"1921","3fFsnl0pchqaIYql8vUGwd","acoustic rock,rumba,world",0.404,0.29,0.0918,0.948,0.663,0.141,0.141170991187538
"1922","5t11tA5L4lOA8ekdZWQiEC","acoustic rock,rumba,world",0.51,0.661,0.0384,0.865,0.869,0.629,0.501005037443773
"1923","2tl07v73zRQxm1gfV3JzFu","acoustic rock,rumba,world",0.802,0.784,0.0415,0.467,0.861,0.945,0.513488337888686
"1924","6wlW0IRkBKBpmtfn35geNa","acoustic rock,rumba,world",0.513,0.504,0.0461,0.904,0.844,0.553,0.413009106619765
"1925","1Q26MSX1mhsuBgWse1sB3D","acoustic rock,rumba,world",0.589,0.91,0.0353,0.814,0.863,0.973,0.504246896027651
"1926","6lHC3bWEue81P2avmydkWX","acoustic rock,rumba,world",0.591,0.863,0.0403,0.828,0.914,0.925,0.565480640772653
"1927","5KcgqKXySkWnh4cZ4vG2A8","bay area indie",0.413,0.987,0.0945,0.00879,4.7e-06,0.633,0.362787875816593
"1928","1EY165ZgmhMzAJ7xk6JZHN","brass band",0.635,0.572,0.322,0.00158,0.568,0.518,0.574715954356592
"1929","0XNPK9EEqponCFKVadWFkc","brass band",0.828,0.42,0.266,0.217,0.46,0.648,0.37021534765716
"1930","3PZv6AHdIgfx9NKwgK9Y1Q","brass band",0.706,0.398,0.0968,0.111,0.585,0.368,0.367966269962863
"1931","7klzjNt4fqRU7if4PguNZr","brass band",0.531,0.766,0.0565,0.0811,0.837,0.792,0.648383973329738
"1932","7wYYIP0lS1wLUGiQ5vaTrw","brass band",0.463,0.787,0.0421,0.0884,0.881,0.694,0.75160254446065
"1933","5UxbjTLzDV72IWWLzVLAiF","brass band",0.424,0.639,0.0594,0.00693,0.913,0.493,0.80719827427717
"1934","0X2BuexsAuSHTncVEcpomA","indie soul,new orleans funk",0.525,0.316,0.0799,0.851,0.00921,0.427,0.201001360477515
"1935","4jOnuuH978bGvGA8m8KB58","indie soul,new orleans funk",0.453,0.442,0.268,0.252,8.07e-05,0.179,0.756535807523073
"1936","7jX1IbUWwwbdmFdRpSe3ly","british indie rock",0.46,0.732,0.0352,0.0185,0,0.388,0.522987167387761
"1937","7qNq0wPVTU3jZN8rksIoAg","baroque pop,emo,modern rock",0.572,0.868,0.058,0.0457,0,0.491,0.501789456912084
"1938","2ZqTtndqAZDRAWw2vgZwQK","baroque pop,emo,modern rock",0.467,0.848,0.0716,0.0617,0,0.674,0.758539754133523
"1939","5eB7w8UZJKjL5XmnC6Pctg","baroque pop,emo,modern rock",0.66,0.8,0.0992,0.106,0,0.476,0.488454325950802
"1940","59kTVUKhpcFw9zMLPSbFvH","baroque pop,emo,modern rock",0.249,0.804,0.0502,0.0201,0,0.389,0.666787189449558
"1941","5rLi8B8qgk6qThwRnKHW2P","baroque pop,emo,modern rock",0.436,0.893,0.0556,0.000362,0,0.0794,0.477098628491586
"1942","4bPQs0PHn4xbipzdPfn6du","baroque pop,emo,modern rock",0.569,0.83,0.14,0.0807,0,0.609,0.758882937650909
"1943","62I04FxucnSwDwnvHK0qgz","musica catalana,reggae catala",0.756,0.632,0.0442,0.167,1.31e-05,0.428,0.562514554658103
"1944","70zgXD8PQYeBgXM3ypH65W","musica catalana,reggae catala",0.667,0.828,0.0363,0.285,3.71e-05,0.895,0.575390064837172
"1945","3JVVpks01N3tMPm5hJkIgY","musica catalana,reggae catala",0.753,0.721,0.0354,0.238,0.000717,0.572,0.482393459902683
"1946","6TSAUHgy6HGvwdFU3r0saq","musica catalana,reggae catala",0.846,0.648,0.0461,0.203,0.00207,0.609,0.403179350157497
"1947","7pzckslydZ3pL3WlV4pR0h","musica catalana,reggae catala",0.786,0.597,0.0341,0.192,2.37e-05,0.752,0.476620622878084
"1948","1U3y83redck6XbTEaBR3Ur","musica catalana,reggae catala",0.62,0.59,0.101,0.571,0,0.571,0.312401181531824
"1949","0bPVEmJzUzS8OZ858Eq5MR","small room",0.445,0.331,0.0323,0.576,0.971,0.0961,0.538013702827587
"1950","67Zm29P7zBCqtXaiFzMSVj","small room",0.575,0.796,0.0273,0.466,0.11,0.253,0.501623993430487
"1951","5I128RQ6IA0pNWRx0Gj3Ir","small room",0.659,0.674,0.0283,0.162,0.726,0.299,0.500968267781196
"1952","0eBm5L1ECJoq7Xbl7Voe9F","small room",0.55,0.445,0.0282,0.0166,0.853,0.227,0.191667994460038
"1953","78KT3qm7htcBRQRmfGtkmj","small room",0.578,0.642,0.031,0.184,0.334,0.155,0.672572283028349
"1954","6EpXtSrBeDYEdtEBRQGrPK","small room",0.741,0.335,0.053,0.86,0.298,0.0393,0.66234418855483
"1955","4fNVuFsv3htIsCu5u6MgzW","small room",0.864,0.324,0.0495,0.675,0.00379,0.255,0.55387981222959
"1956","3GOO81yxm6EZLkiXLs2sx2","small room",0.507,0.666,0.029,0.0116,0.343,0.185,0.194376692936548
"1957","6F9QvzY8u3GjFDsfwPJXrb","",0.612,0.618,0.04,0.391,0.0722,0.931,0.214967703979703
"1958","6OrnVjcEwJqEuoG50k4LQ0","adult standards,blues rock,classic rock,folk rock,rock,rock-and-roll,rockabilly,soul",0.723,0.931,0.184,0.849,0,0.806,0.284493007635833
"1959","1PY5vhO3Yg2lfjIeu6msK4","adult standards,blues rock,classic rock,folk rock,rock,rock-and-roll,rockabilly,soul",0.493,0.889,0.07,0.773,7.21e-05,0.97,0.75766341050877
"1960","5nNmj1cLH3r4aA4XDJ2bgY","disco,funk,jazz funk,motown,quiet storm,soul",0.697,0.809,0.0302,0.114,0.000521,0.98,0.488301119023398
"1961","3y6CyGV0oaF4Fqxl6UplbD","latin pop,pop reggaeton,venezuelan rock",0.709,0.678,0.0244,0.339,0.00803,0.818,0.378255647207344
"1962","4nmne9J3YCEdhvjTzwiAgu","blues rock,classic rock,mexican classic rock,rock",0.497,0.552,0.0307,0.679,0.0314,0.633,0.478606184657245
"1963","5YjVfddndN09rKM5tlq9b6","indie rock",0.767,0.56,0.125,0.105,0.361,0.65,0.737054014634326
"1964","4kGHQ79lR7fVHN7fvNAYxT","",0.54,0.686,0.0313,0.0473,0.222,0.442,0.610688940911152
"1965","5cLFABHUC2q3ofyZya52c3","rebel blues",0.578,0.633,0.0302,0.496,0.000872,0.527,0.43385750530096
"1966","7IoK6jZBxY7NMoQPoPXZCF","alternative metal,nu metal,rap metal,rock,sacramento indie",0.345,0.797,0.0551,0.00188,0.0668,0.223,0.439556803000404
"1967","2eHP1tEq6DFVqJslJPPLSF","dutch indie",0.379,0.0754,0.0419,0.996,0.936,0.0579,0.537100589540257
"1968","3fLPjKrVmiVGyaPtb0uoq0","chamber pop,indie folk,indie pop,new americana,stomp and holler,uk americana",0.478,0.275,0.0324,0.815,0.583,0.157,0.469940800843251
"1969","6JH9yWhgbm0y9iAJhCslNc","comic,conscious hip hop",0.704,0.571,0.0969,0.0222,0,0.524,0.586028753876135
"1970","62rSF7anVnDAmc9Vnmb7cH","album rock,alternative metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.396,0.911,0.107,0.000749,0.000946,0.452,0.498939808062361
"1971","4Yx9Tw9dTgQ8eGCq3PRDyn","alternative metal,death metal,hard rock,metal,nu metal,old school thrash,rock,speed metal,thrash metal",0.301,0.995,0.159,0.000417,0.295,0.0374,0.256707399281766
"1972","0ZhSQIDIv0CWVc0Vt1aiBm","alternative rock,blues rock,jam band,mellow gold,pop rock,rock",0.536,0.826,0.0379,0.0419,1.17e-06,0.819,0.729651055902144
"1973","27cYd9X9Ex7f6pNsoUnEwY","folk metal,german metal,german pagan metal,melodic death metal,power metal,viking metal",0.5,0.946,0.0381,0.00183,0.199,0.503,0.298759636715734
"1974","5vYA1mW9g2Coh1HUFUSmlb","neo mellow,pop rock,post-grunge",0.521,0.673,0.0284,0.00573,0,0.543,0.378543676230864
"1975","2toY6JyyfKy9TwNk3Ou2XG","neo mellow,pop rock,post-grunge",0.672,0.875,0.0378,0.0136,0,0.676,0.439722266482001
"1976","6Bm6qUCSatPAqkQllFL7oA","neo mellow,pop rock,post-grunge",0.256,0.788,0.0403,0.0298,0,0.429,0.211162043902977
"1977","3k2Zv2luPZHpxfFjGpr4Mm","neo mellow,pop rock,post-grunge",0.578,0.859,0.0527,0.0124,1.93e-06,0.807,0.225220311561608
"1978","0zCfmceT1YvtZXGbR6Roht","",0.584,0.752,0.058,0.018,3.73e-06,0.791,0.487418647121548
"1979","7xE4vKvjqUTtHyJ9zi0k1q","hollywood",0.618,0.542,0.193,0.0915,1.18e-05,0.273,0.500367696625771
"1980","2lDWYLNnfYyXngjz4plpy2","hollywood",0.396,0.153,0.0475,0.791,0,0.308,0.497597715378299
"1981","32YbLHTSDGjyrXdfYkgkrH","hollywood,movie tunes",0.393,0.199,0.0771,0.973,0.951,0.13,0.220048045692434
"1982","7fpy2f6DGKXnndaDKA0a0G","hollywood,movie tunes",0.58,0.598,0.0638,0.0696,0.778,0.617,0.474353160352498
"1983","73JhKmKwxqBhdDSfmlpBmZ","hollywood,movie tunes",0.247,0.141,0.0372,0.925,0.682,0.0389,0.525021755383691
"1984","3B0f7zvoRK0C3bySXqYkIY","hollywood,movie tunes",0.588,0.499,0.0278,0.0887,0.863,0.685,0.376650038608146
"1985","5PYPCxyWltRIyPkhSsnWIk","hollywood,movie tunes",0.414,0.0595,0.0392,0.992,0.912,0.302,0.223780166444006
"1986","1FSYWdhztV0JtXbxa5JpXq","hollywood,movie tunes",0.3,0.273,0.0526,0.657,0.832,0.131,0.127462035323389
"1987","1UC2nXDhdukuHxHKpvRlqL","hollywood,movie tunes",0.279,0.0658,0.0385,0.915,0.909,0.253,0.321949037247668
"1988","4h4qZgzHongzXzxyhCPKtt","hollywood,movie tunes",0.569,0.0126,0.035,0.979,0.0137,0.393,0.283016092855655
"1989","2fXH2iei02pBaSIdn5X4zJ","hollywood",0.3,0.487,0.0515,0.342,0.00295,0.502,0.732531346137347
"1990","7jltqRIyxLXBDNZ1QlmnBp","hollywood",0.579,0.0842,0.0561,0.953,0.0423,0.188,0.318229173050289
"1991","6s9LhJVqxnTjmUJHOeawnU","hollywood",0.454,0.117,0.0354,0.906,0,0.428,0.315183419333489
"1992","0P2vAvvWni2tNXOdbH3JFk","album rock,dance rock,europop,jangle pop,mellow gold,new romantic,new wave,new wave pop,paisley underground,pop rock,rock,soft rock,synthpop",0.48,0.866,0.0446,0.00887,0,0.411,0.638376496831681
"1993","2GB8OypbvrvCee61FKx5dp","classic rock,folk,folk rock,melancholia,mellow gold,rock",0.497,0.59,0.0296,0.139,7.11e-06,0.969,0.586880584392504
"1994","2LkaNhCrNVmcYgXJeLVmsw","classic rock,folk,folk rock,melancholia,mellow gold,rock",0.435,0.456,0.0279,0.136,1.62e-06,0.529,0.375467281128583
"1995","0iOZM63lendWRTTeKhZBSC","classic rock,folk,folk rock,melancholia,mellow gold,rock",0.606,0.457,0.0497,0.713,2.53e-05,0.813,0.280503499246222
"1996","2y6gGIDH1HGUHLIlf6zY3B","art rock,classic rock,folk rock,melancholia,permanent wave,protopunk,psychedelic rock,rock",0.608,0.152,0.172,0.836,0,0.472,0.457004007893221
"1997","2SdDQZ4WupgDZP6eykOHHY","art rock,classic rock,folk rock,melancholia,permanent wave,protopunk,psychedelic rock,rock",0.209,0.79,0.0956,0.29,0.798,0.251,0.606527840762848
"1998","1lFZ38dy1TfIZCANRXOfta","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.73,0.68,0.317,0.694,0,0.967,0.268786233438331
"1999","09JGXbYR8MXjg6byTnltfr","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.667,0.836,0.0691,0.305,0,0.674,0.482577308215568
"2000","7HGb3j0nP1NnmaF9dsA2cR","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.511,0.677,0.0653,0.579,0.000954,0.492,0.297521724742306
"2001","6CLdnyg83r7ZRjLhiSykyK","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.537,0.703,0.0429,0.14,2.08e-05,0.499,0.280258368162375
"2002","6uV5xO8FBA3bzQTvsULzPc","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.483,0.761,0.209,0.17,0,0.813,0.759097427349275
"2003","6JYygtu5txyWopPHTAE4Lb","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.682,0.654,0.128,0.0719,0,0.597,0.635851646668056
"2004","4FSExVX16EIhC4x1M5oKu2","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.481,0.944,0.267,0.0241,0,0.681,0.728229295615831
"2005","1RIhd7jjWDQwSKsbxxGArN","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.582,0.443,0.0436,0.664,0,0.452,0.194940494429396
"2006","7AIVTgrRcdUW8QBsqNQ33z","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.664,0.898,0.281,0.325,0,0.814,0.617264582235351
"2007","7ephv6B3AtS4ZOQdQX5uUe","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.68,0.769,0.0471,0.518,0.000749,0.0788,0.482626334432338
"2008","1xuYajTJZh8zZrPRmUaagf","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.691,0.805,0.0947,0.59,0,0.866,0.589797644290284
"2009","1jlKdNbOA90rjnt88GJnwO","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.748,0.538,0.222,0.159,1.62e-06,0.779,0.482375075071394
"2010","036nr5jRMRlrvtEVvld4lj","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.474,0.733,0.192,0.0447,0,0.483,0.199597985022491
"2011","6sKKGGCuMDKiP9HProsMah","latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0.686,0.84,0.164,0.138,2.35e-06,0.492,0.819215825662773
"2012","7Lr5wltzM787Tm4xKmORDM","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.467,0.878,0.0511,0.0279,1.57e-05,0.685,0.341387932196742
"2013","63Zc7cYgZ9Nt7y1znWCHDz","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.244,0.899,0.211,0.0078,5.62e-06,0.267,0.770397970314626
"2014","7woZ1EAGhKhDoLBNbYHzmM","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.485,0.961,0.0579,0.0237,1.81e-06,0.428,0.345640956501489
"2015","5CxkqVmHWBu7E6KDJVfUFv","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.364,0.822,0.0875,0.00514,0,0.197,0.391517238843472
"2016","4r5Z0E4EGbaDni0sX4cBwG","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.498,0.983,0.115,0.00402,0,0.319,0.363247496598806
"2017","3MGnPSNal5grEmGWf6VAt9","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.473,0.886,0.128,0.000288,0,0.405,0.488828150853669
"2018","5HpJ0PScWeNnp2H57CCK54","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.549,0.771,0.0336,0.00388,0,0.501,0.323763007268137
"2019","5MOA3STvGl9oFr3GbnttPX","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.55,0.796,0.0453,0.0183,0.00512,0.384,0.605982424101288
"2020","1nyhxMuzCgJ6Isw7t8irYD","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.498,0.829,0.0855,0.00618,1.59e-05,0.505,0.641587714030078
"2021","3BI5nP8TiYoJUJj5MJ8O1N","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.315,0.863,0.0931,0.0031,0,0.547,0.782017183688978
"2022","76VYYaRC2np6iUbD2Ze2lD","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.539,0.794,0.0698,0.000819,0,0.603,0.464547916998615
"2023","4V1qXC1U9FIW8dBXXFIrCC","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.341,0.916,0.0841,0.00144,0,0.578,0.696564487859883
"2024","66PRDvzBHhbcdbc4T4mrZY","emo mexicano,mexican pop punk,mexican rock,punk rock mexicano",0.488,0.897,0.114,0.00904,5.91e-05,0.814,0.770894360759416
"2025","7zTNJo2Li25pRvbRqtmBJY","brighton indie,etherpop,modern dream pop",0.437,0.268,0.0362,0.707,0.132,0.0395,0.623797325619875
"2026","1yTByPQIxdjZd7zINYkHpV","rock chapin",0.713,0.727,0.0244,0.136,0,0.763,0.329008812462464
"2027","44egakjQ1caJ4yR2W1qqcH","rock chapin",0.58,0.823,0.0268,0.00377,0,0.632,0.605069310813958
"2028","0Rr9eMtaGHWXUrmhrLLWd1","rock chapin",0.472,0.885,0.0746,0.00244,0,0.349,0.745443625978992
"2029","5q1l2JH6HSH0TUbel2BEQa","japanese post-punk",0.485,0.956,0.103,0.000192,0.124,0.722,0.684908504822954
"2030","5f1kA8OOGQEpS6Fkx7XFv5","canadian post-hardcore,canadian rock,emo,metalcore,pop punk,post-hardcore,screamo",0.522,0.445,0.0274,0.397,0,0.373,0.212914731152484
"2031","3n52npc7FPjG4dBZcgLjmD","canadian post-hardcore,canadian rock,emo,metalcore,pop punk,post-hardcore,screamo",0.391,0.546,0.0298,0.262,0,0.259,0.176923359766635
"2032","3OiDe1UQKFHJFVYTRMQsJ7","chilean rock,latin rock,nueva cancion,ska chileno",0.688,0.616,0.0275,0.494,0,0.881,0.318523330350905
"2033","1s2I9Q7zAE78m7aVZOq3ug","adult standards,brill building pop,folk rock,vocal jazz",0.356,0.12,0.0514,0.984,0.0963,0.382,0.859178320606945
"2034","1khdr50T3YPyOvUXRNAQXR","auckland indie,nz folk",0.374,0.891,0.0532,0.0688,0.000172,0.731,0.764361617374891
"2035","1OkCqIuPJeaLksbOcZXVaz","ambient folk,art pop,chamber pop,chamber psych,indie folk",0.287,0.243,0.0341,0.867,0.283,0.0383,0.438937847013691
"2036","3lybczN41nfDDiSsNMzhMQ","australian alternative rock,australian indie,australian indie rock",0.497,0.473,0.0314,0.128,0.00143,0.643,0.67197784015002
"2037","0BCPKOYdS2jbQ8iyB56Zns","permanent wave,pop",0.577,0.749,0.0279,0.599,0.0115,0.255,0.519120224540073
"2038","2nvC4i2aMo4CzRjRflysah","permanent wave,pop",0.424,0.588,0.0278,0.0553,4.95e-06,0.193,0.60286925933643
"2039","7clUVcSOtkNWa58Gw5RfD4","permanent wave,pop",0.514,0.898,0.0577,0.00488,0.0345,0.353,0.470688450648984
"2040","4wzt5Rrk3W98pHXAqutuJw","permanent wave,pop",0.415,0.554,0.0334,0.00541,0.00202,0.163,0.453841816911593
"2041","1ZqHjApl3pfzwjweTfMi0g","permanent wave,pop",0.33,0.58,0.0374,0.0614,0.00129,0.11,0.182818762333158
"2042","1mea3bSkSGXuIRvnydlB5b","permanent wave,pop",0.486,0.617,0.0287,0.0954,3.23e-06,0.417,0.562293936682641
"2043","5qPGi9p8VqcizfdgWxtmLt","permanent wave,pop",0.202,0.733,0.0446,0.0427,0.696,0.0728,0.440966306732525
"2044","7H7NI75DdeaOW7c70oYtjM","permanent wave,pop",0.472,0.909,0.0391,0.00158,5.16e-05,0.278,0.519616614984863
"2045","2U8g9wVcUu9wsg6i7sFSv8","permanent wave,pop",0.425,0.732,0.0396,0.00194,0.0103,0.333,0.439513905060731
"2046","1yqMgZNrevsWMLWfO2PRp5","permanent wave,pop",0.43,0.74,0.0375,0.0212,0.00165,0.0948,0.562067190430083
"2047","3AJwUDP919kvQ9QcozQPxg","permanent wave,pop",0.429,0.661,0.0281,0.00239,0.000121,0.285,0.778971429972178
"2048","7LVHVU3tWfcxj5aiPFEW4Q","permanent wave,pop",0.209,0.417,0.0338,0.164,0.00196,0.124,0.563292845849318
"2049","75JFxkI2RXiU7L9VXzMkle","permanent wave,pop",0.557,0.442,0.0243,0.731,1.46e-05,0.213,0.612925762051257
"2050","4HCcvFdHfwR2u3WPPPVRv6","british soul,indie soul,neo soul,pop soul,soul",0.7,0.4,0.0465,0.212,0.000321,0.28,0.292306560933459
"2051","6oXJ4ojc6QuGY2dDKagznA","channel islands indie,lilith,uk alternative pop",0.544,0.406,0.0315,0.689,0.00282,0.343,0.555981811273579
"2052","5KeyVNymqfqac1wLDseK8v","art pop,canadian electropop,chillwave,edmonton indie,electropop,grave wave,indie poptimism,indietronica,metropopolis,shimmer pop,vapor soul",0.609,0.798,0.0404,0.018,8.68e-06,0.401,0.513384157178051
"2053","6yPuQr6vjZ7tJ4oq1PEXle","british singer-songwriter,folk-pop,indie folk,neo mellow,stomp and holler",0.49,0.592,0.0405,0.614,0.713,0.28,0.492468347448798
"2054","6X9VcdevPuc1IXzkmBkhlk","canadian indie,canadian shoegaze,hamilton on indie",0.415,0.69,0.0401,7.5e-05,0.045,0.326,0.439887729963598
"2055","6oLxKBr1xrrDAWoVYxVxx6","hampton roads indie,indiecoustica,stomp and holler",0.482,0.291,0.038,0.348,0.000527,0.241,0.491555234161468
"2056","71eRCfoq3g4qeLNcR75Hig","shimmer pop",0.6,0.968,0.0329,0.301,1.88e-06,0.635,0.470400421625464
"2057","1khPysTRf5Xv0KFadrFuBO","alternative metal",0.349,0.768,0.0525,0.00128,0.000129,0.438,0.796283812768878
"2058","0a5IY60a8Ejwjdi1RIqpbh","alternative metal",0.422,0.179,0.031,0.898,9.62e-05,0.0711,0.573839610731839
"2059","3Y5mKbaQqZzeId7q7rS2cR","alternative metal",0.49,0.63,0.0352,0.215,0,0.205,0.43932392847075
"2060","4Gy2IBlYAHZL2q0yx4O6SF","alternative metal",0.439,0.841,0.0411,0.00162,2.08e-05,0.261,0.299249898883428
"2061","2rzuE1Kcz7mNb0xIV9SYmS","alternative metal",0.459,0.879,0.0518,0.00234,0,0.304,0.289303705156332
"2062","1C0vXECyJHUeqOo2Etvrr2","alternative metal",0.204,0.265,0.0323,0.869,0,0.107,0.152569586586427
"2063","646J2jOtUe4Jflrmh6JFjN","alternative metal",0.312,0.946,0.107,0.00749,2.93e-06,0.297,0.880210567601025
"2064","1vDMGBzqLJWZC5UzePDURw","anti-folk,indie pop,lilith,piano rock,pop rock",0.321,0.955,0.146,0.00464,0.00897,0.331,0.742783953719251
"2065","7rpUsVjQyitDQ27NRybgZl","beatlesque,britpop,madchester,permanent wave,rock",0.247,0.913,0.0388,0.0418,0.00839,0.34,0.275135128509971
